Year,Month,Day,Site,Depth,Transect,Observer,Species_Code,Coral_genus,Coral_spp,length,width,height,coral_SA,Site_Name
1999,NA,NA,Grundy's  Gardens,9,3,RG,OFAV,Orbicella,faveolata,40,NA,40,5026.548246,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,3,RG,OFAV,Orbicella,faveolata,60,NA,30,5654.866776,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,3,RG,OANN,Orbicella,annularis,120,NA,80,30159.28947,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,10.7,3,RG,OANN,Orbicella,annularis,60,NA,40,7539.822369,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,10.7,4,RG,OFAV,Orbicella,faveolata,220,NA,110,76026.54222,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,10.7,4,RG,OANN,Orbicella,annularis,100,NA,80,25132.74123,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,10.7,4,RG,OFRA,Orbicella,franksi,80,NA,160,40212.38597,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,10.7,4,RG,OFRA,Orbicella,franksi,100,NA,70,21991.14858,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,10.7,4,RG,OFAV,Orbicella,faveolata,120,NA,60,22619.46711,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,4,RG,OANN,Orbicella,annularis,80,NA,60,15079.64474,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.8,5,CK,PAST,Porites,astreoides,30,NA,15,1413.716694,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.8,5,CK,PSTR,Pseudodiploria,strigosa,10,NA,5,157.0796327,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.8,5,CK,PSTR,Pseudodiploria,strigosa,10,NA,5,157.0796327,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.8,5,CK,OFAV,Orbicella,faveolata,90,NA,60,16964.60033,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.8,5,CK,AAGA,Agaricia,agaricites,80,NA,20,5026.548246,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.8,5,CK,OANN,Orbicella,annularis,35,NA,60,6597.344573,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.8,5,CK,MILL,Millepora,NA,30,NA,35,3298.672286,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.8,5,CK,AAGA,Agaricia,agaricites,25,NA,10,785.3981634,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.8,5,CK,AAGA,Agaricia,agaricites,15,NA,15,706.8583471,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.8,5,CK,AAGA,Agaricia,agaricites,40,NA,20,2513.274123,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.8,5,CK,AAGA,Agaricia,agaricites,20,NA,20,1256.637061,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.8,5,CK,PPOR,Porites,porites,30,NA,10,942.4777961,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,6,CK,OANN,Orbicella,annularis,50,NA,30,4712.38898,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,6,CK,AAGA,Agaricia,agaricites,30,NA,5,471.238898,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,6,CK,AAGA,Agaricia,agaricites,25,NA,10,785.3981634,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,6,CK,MILL,Millepora,NA,30,NA,20,1884.955592,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,6,CK,AAGA,Agaricia,agaricites,35,NA,25,2748.893572,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,6,CK,MILL,Millepora,NA,30,NA,20,1884.955592,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,6,CK,AAGA,Agaricia,agaricites,30,NA,20,1884.955592,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,6,CK,PPOR,Porites,porites,25,NA,10,785.3981634,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,6,CK,MILL,Millepora,NA,20,NA,15,942.4777961,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,6,CK,AAGA,Agaricia,agaricites,20,NA,10,628.3185307,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,6,CK,OANN,Orbicella,annularis,40,NA,20,2513.274123,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9,6,CK,OFAV,Orbicella,faveolata,210,NA,170,112154.8577,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.5,7,CK,OFAV,Orbicella,faveolata,110,NA,90,31101.76727,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.5,7,CK,OFAV,Orbicella,faveolata,220,NA,180,124407.0691,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.5,7,CK,AAGA,Agaricia,agaricites,30,NA,10,942.4777961,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.5,7,CK,OANN,Orbicella,annularis,15,NA,10,471.238898,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.5,7,CK,OANN,Orbicella,annularis,50,NA,60,9424.777961,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.5,7,CK,AAGA,Agaricia,agaricites,15,NA,10,471.238898,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.5,7,CK,OANN,Orbicella,annularis,10,NA,5,157.0796327,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,9.5,7,CK,AAGA,Agaricia,agaricites,25,NA,10,785.3981634,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,8,BR,OFAV,Orbicella,faveolata,60,NA,70,13194.68915,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,8,BR,OFAV,Orbicella,faveolata,200,NA,250,157079.6327,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,8,BR,OFAV,Orbicella,faveolata,400,NA,150,188495.5592,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,8,BR,OANN,Orbicella,annularis,120,NA,70,26389.37829,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,10,8,BR,OANN,Orbicella,annularis,60,NA,40,7539.822369,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,9,BR,OFAV,Orbicella,faveolata,150,NA,100,47123.8898,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,9,BR,OFAV,Orbicella,faveolata,100,NA,70,21991.14858,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,9,BR,MARE,Manicina,areolata,20,NA,5,314.1592654,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,9,BR,OFAV,Orbicella,faveolata,160,NA,140,70371.67544,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,9,BR,AAGA,Agaricia,agaricites,20,NA,10,628.3185307,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,10,9,BR,OFAV,Orbicella,faveolata,90,NA,60,16964.60033,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,7,10,BR,OFAV,Orbicella,faveolata,100,NA,80,25132.74123,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,7,10,BR,OFAV,Orbicella,faveolata,140,NA,100,43982.29715,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,7,10,BR,OFAV,Orbicella,faveolata,170,NA,170,90792.02769,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,7,10,BR,AAGA,Agaricia,agaricites,25,NA,25,1963.495408,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,7,10,BR,OANN,Orbicella,annularis,40,NA,20,2513.274123,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,7,10,BR,SSID,Siderastrea,siderea,60,NA,20,3769.911184,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,7,10,BR,AAGA,Agaricia,agaricites,20,NA,20,1256.637061,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,7,10,BR,AAGA,Agaricia,agaricites,30,NA,10,942.4777961,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,7,10,BR,OANN,Orbicella,annularis,40,NA,30,3769.911184,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,11,BR,PSTR,Pseudodiploria,strigosa,330,NA,390,404322.9745,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,11,BR,OANN,Orbicella,annularis,230,NA,100,72256.63103,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,11,BR,OANN,Orbicella,annularis,110,NA,30,10367.25576,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,11,BR,CNAT,Colpophyllia,natans,130,NA,30,12252.21135,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,11,BR,OFAV,Orbicella,faveolata,30,NA,10,942.4777961,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,11,BR,AAGA,Agaricia,agaricites,40,NA,10,1256.637061,Grundy's Gardens
1999,NA,NA,Grundy's  Gardens,8,11,BR,OANN,Orbicella,annularis,170,NA,20,10681.41502,Grundy's Gardens
1999,NA,NA,West Point,17,1,BR,PAST,Porites,astreoides,35,NA,10,1099.557429,West Point
1999,NA,NA,West Point,17,1,BR,AAGA,Agaricia,agaricites,30,NA,15,1413.716694,West Point
1999,NA,NA,West Point,17,1,BR,MMEA,Meandrina,meandrites,60,NA,15,2827.433388,West Point
1999,NA,NA,West Point,17,1,BR,OFAV,Orbicella,faveolata,90,NA,15,4241.150082,West Point
1999,NA,NA,West Point,17,1,BR,PPOR,Porites,porites,70,NA,30,6597.344573,West Point
1999,NA,NA,West Point,17,1,BR,PSTR,Pseudodiploria,strigosa,50,NA,20,3141.592654,West Point
1999,NA,NA,West Point,17,1,BR,OFAV,Orbicella,faveolata,40,NA,20,2513.274123,West Point
1999,NA,NA,West Point,17,1,BR,DLAB,Diploria,labyrinthiformis,35,NA,15,1649.336143,West Point
1999,NA,NA,West Point,17,1,BR,AAGA,Agaricia,agaricites,40,NA,20,2513.274123,West Point
1999,NA,NA,West Point,17,1,BR,AAGA,Agaricia,agaricites,50,NA,20,3141.592654,West Point
1999,NA,NA,West Point,17,1,BR,MCAV,Montastraea,cavernosa,100,NA,140,43982.29715,West Point
1999,NA,NA,West Point,17,1,BR,PPOR,Porites,porites,100,NA,30,9424.777961,West Point
1999,NA,NA,West Point,15,2,BR,CNAT,Colpophyllia,natans,120,NA,150,56548.66776,West Point
1999,NA,NA,West Point,15,2,BR,OANN,Orbicella,annularis,100,NA,30,9424.777961,West Point
1999,NA,NA,West Point,15,2,BR,PSTR,Pseudodiploria,strigosa,60,NA,5,942.4777961,West Point
1999,NA,NA,West Point,15,2,BR,OFAV,Orbicella,faveolata,30,NA,20,1884.955592,West Point
1999,NA,NA,West Point,15,2,BR,OANN,Orbicella,annularis,30,NA,20,1884.955592,West Point
1999,NA,NA,West Point,15,2,BR,OANN,Orbicella,annularis,40,NA,20,2513.274123,West Point
1999,NA,NA,West Point,15,2,BR,MCAV,Montastraea,cavernosa,40,NA,20,2513.274123,West Point
1999,NA,NA,West Point,15,2,BR,AAGA,Agaricia,agaricites,30,NA,20,1884.955592,West Point
1999,NA,NA,West Point,15,2,BR,MCAV,Montastraea,cavernosa,60,NA,20,3769.911184,West Point
1999,NA,NA,West Point,15,2,BR,OANN,Orbicella,annularis,35,NA,20,2199.114858,West Point
1999,NA,NA,West Point,14,3,BR,OANN,Orbicella,annularis,35,NA,20,2199.114858,West Point
1999,NA,NA,West Point,14,3,BR,AAGA,Agaricia,agaricites,30,NA,5,471.238898,West Point
1999,NA,NA,West Point,14,3,BR,CNAT,Colpophyllia,natans,50,NA,10,1570.796327,West Point
1999,NA,NA,West Point,14,3,BR,OANN,Orbicella,annularis,70,NA,40,8796.45943,West Point
1999,NA,NA,West Point,14,3,BR,PAST,Porites,astreoides,30,NA,10,942.4777961,West Point
1999,NA,NA,West Point,14,3,BR,OANN,Orbicella,annularis,30,NA,20,1884.955592,West Point
1999,NA,NA,West Point,14,3,BR,AAGA,Agaricia,agaricites,40,NA,10,1256.637061,West Point
1999,NA,NA,West Point,14,3,BR,OANN,Orbicella,annularis,40,NA,30,3769.911184,West Point
1999,NA,NA,West Point,14,3,BR,SSID,Siderastrea,siderea,30,NA,10,942.4777961,West Point
1999,NA,NA,West Point,14,3,BR,SSID,Siderastrea,siderea,40,NA,10,1256.637061,West Point
1999,NA,NA,West Point,14,3,BR,MCAV,Montastraea,cavernosa,50,NA,30,4712.38898,West Point
1999,NA,NA,West Point,16,4,BR,MCAV,Montastraea,cavernosa,40,NA,30,3769.911184,West Point
1999,NA,NA,West Point,16,4,BR,OFRA,Orbicella,franksi,50,NA,40,6283.185307,West Point
1999,NA,NA,West Point,16,4,BR,MCAV,Montastraea,cavernosa,30,NA,20,1884.955592,West Point
1999,NA,NA,West Point,16,4,BR,OANN,Orbicella,annularis,40,NA,20,2513.274123,West Point
1999,NA,NA,West Point,16,4,BR,PAST,Porites,astreoides,25,NA,10,785.3981634,West Point
1999,NA,NA,West Point,16,4,BR,DLAB,Diploria,labyrinthiformis,50,NA,20,3141.592654,West Point
1999,NA,NA,West Point,16,4,BR,PAST,Porites,astreoides,30,NA,20,1884.955592,West Point
1999,NA,NA,West Point,16,4,BR,OFRA,Orbicella,franksi,50,NA,20,3141.592654,West Point
1999,NA,NA,West Point,16,4,BR,PPOR,Porites,porites,60,NA,30,5654.866776,West Point
1999,NA,NA,West Point,16,4,BR,MCAV,Montastraea,cavernosa,100,NA,20,6283.185307,West Point
1999,NA,NA,West Point,14,5,BR,MARE,Manicina,areolata,25,NA,5,392.6990817,West Point
1999,NA,NA,West Point,14,5,BR,MCAV,Montastraea,cavernosa,30,NA,10,942.4777961,West Point
1999,NA,NA,West Point,14,5,BR,OANN,Orbicella,annularis,25,NA,30,2356.19449,West Point
1999,NA,NA,West Point,14,5,BR,OANN,Orbicella,annularis,25,NA,20,1570.796327,West Point
1999,NA,NA,West Point,14,5,BR,AAGA,Agaricia,agaricites,30,NA,5,471.238898,West Point
1999,NA,NA,West Point,14,5,BR,PAST,Porites,astreoides,30,NA,5,471.238898,West Point
1999,NA,NA,West Point,14,5,BR,OANN,Orbicella,annularis,80,NA,40,10053.09649,West Point
1999,NA,NA,West Point,14,5,BR,CNAT,Colpophyllia,natans,100,NA,70,21991.14858,West Point
1999,NA,NA,West Point,14,5,BR,OANN,Orbicella,annularis,40,NA,20,2513.274123,West Point
1999,NA,NA,West Point,14,5,BR,MCAV,Montastraea,cavernosa,100,NA,60,18849.55592,West Point
1999,NA,NA,West Point,12,6,RG,CNAT,Colpophyllia,natans,140,NA,80,35185.83772,West Point
1999,NA,NA,West Point,12,6,RG,OANN,Orbicella,annularis,60,NA,25,4712.38898,West Point
1999,NA,NA,West Point,12,6,RG,DSTO,Dichocoenia,stokesii,25,NA,5,392.6990817,West Point
1999,NA,NA,West Point,12,6,RG,OFAV,Orbicella,faveolata,30,NA,20,1884.955592,West Point
1999,NA,NA,West Point,12,6,RG,MCAV,Montastraea,cavernosa,40,NA,35,4398.229715,West Point
1999,NA,NA,West Point,12,6,RG,DLAB,Diploria,labyrinthiformis,35,NA,25,2748.893572,West Point
1999,NA,NA,West Point,12,6,RG,MCAV,Montastraea,cavernosa,3,NA,25,235.619449,West Point
1999,NA,NA,West Point,12,6,RG,MCAV,Montastraea,cavernosa,60,NA,45,8482.300165,West Point
1999,NA,NA,West Point,12,6,RG,SSID,Siderastrea,siderea,50,NA,25,3926.990817,West Point
1999,NA,NA,West Point,13,6,RG,PSTR,Pseudodiploria,strigosa,70,NA,50,10995.57429,West Point
1999,NA,NA,West Point,13,7,RG,AAGA,Agaricia,agaricites,30,NA,25,2356.19449,West Point
1999,NA,NA,West Point,13,7,RG,OFAV,Orbicella,faveolata,40,NA,20,2513.274123,West Point
1999,NA,NA,West Point,13,7,RG,MCAV,Montastraea,cavernosa,30,NA,25,2356.19449,West Point
1999,NA,NA,West Point,13,7,RG,PAST,Porites,astreoides,25,NA,5,392.6990817,West Point
1999,NA,NA,West Point,13,7,RG,MCAV,Montastraea,cavernosa,45,NA,20,2827.433388,West Point
1999,NA,NA,West Point,13,7,RG,AAGA,Agaricia,agaricites,25,NA,10,785.3981634,West Point
1999,NA,NA,West Point,13,7,RG,OFAV,Orbicella,faveolata,45,NA,25,3534.291735,West Point
1999,NA,NA,West Point,13,7,RG,OFAV,Orbicella,faveolata,25,NA,10,785.3981634,West Point
1999,NA,NA,West Point,13,7,RG,DLAB,Diploria,labyrinthiformis,35,NA,30,3298.672286,West Point
1999,NA,NA,West Point,13,7,RG,DLAB,Diploria,labyrinthiformis,45,NA,40,5654.866776,West Point
1999,NA,NA,West Point,13,8,RG,MCAV,Montastraea,cavernosa,25,NA,5,392.6990817,West Point
1999,NA,NA,West Point,13,8,RG,AAGA,Agaricia,agaricites,25,NA,30,2356.19449,West Point
1999,NA,NA,West Point,13,8,RG,MCAV,Montastraea,cavernosa,55,NA,25,4319.689899,West Point
1999,NA,NA,West Point,13,8,RG,CNAT,Colpophyllia,natans,130,NA,55,22462.38747,West Point
1999,NA,NA,West Point,13,8,RG,OFAV,Orbicella,faveolata,30,NA,10,942.4777961,West Point
1999,NA,NA,West Point,13,8,RG,MMEA,Meandrina,meandrites,30,NA,10,942.4777961,West Point
1999,NA,NA,West Point,13,8,RG,OFAV,Orbicella,faveolata,25,NA,5,392.6990817,West Point
1999,NA,NA,West Point,13,8,RG,AAGA,Agaricia,agaricites,30,NA,35,3298.672286,West Point
1999,NA,NA,West Point,13,8,RG,MCAV,Montastraea,cavernosa,30,NA,10,942.4777961,West Point
1999,NA,NA,West Point,14,8,RG,MCAV,Montastraea,cavernosa,30,NA,30,2827.433388,West Point
1999,NA,NA,West Point,13,9,RG,MCAV,Montastraea,cavernosa,60,NA,65,12252.21135,West Point
1999,NA,NA,West Point,13,9,RG,MCAV,Montastraea,cavernosa,40,NA,45,5654.866776,West Point
1999,NA,NA,West Point,13,9,RG,AAGA,Agaricia,agaricites,25,NA,10,785.3981634,West Point
1999,NA,NA,West Point,13,9,RG,AAGA,Agaricia,agaricites,25,NA,15,1178.097245,West Point
1999,NA,NA,West Point,13,9,RG,MCAV,Montastraea,cavernosa,30,NA,10,942.4777961,West Point
1999,NA,NA,West Point,13,9,RG,SSID,Siderastrea,siderea,30,NA,15,1413.716694,West Point
1999,NA,NA,West Point,13,9,RG,MCAV,Montastraea,cavernosa,35,NA,40,4398.229715,West Point
1999,NA,NA,West Point,13,9,RG,DSTO,Dichocoenia,stokesii,30,NA,10,942.4777961,West Point
1999,NA,NA,West Point,13,9,RG,OFAV,Orbicella,faveolata,80,NA,30,7539.822369,West Point
1999,NA,NA,West Point,13,9,RG,PPOR,Porites,porites,35,NA,10,1099.557429,West Point
1999,NA,NA,West Point,13,9,RG,OFAV,Orbicella,faveolata,40,NA,10,1256.637061,West Point
1999,NA,NA,West Point,15,9,RG,AAGA,Agaricia,agaricites,55,NA,30,5183.627878,West Point
1999,NA,NA,West Point,14,10,RG,SSID,Siderastrea,siderea,25,NA,10,785.3981634,West Point
1999,NA,NA,West Point,14,10,RG,OFAV,Orbicella,faveolata,35,NA,10,1099.557429,West Point
1999,NA,NA,West Point,14,10,RG,MCAV,Montastraea,cavernosa,40,NA,15,1884.955592,West Point
1999,NA,NA,West Point,14,10,RG,SSID,Siderastrea,siderea,35,NA,20,2199.114858,West Point
1999,NA,NA,West Point,14,10,RG,CNAT,Colpophyllia,natans,125,NA,40,15707.96327,West Point
1999,NA,NA,West Point,14,10,RG,PSTR,Pseudodiploria,strigosa,40,NA,50,6283.185307,West Point
1999,NA,NA,West Point,14,10,RG,OANN,Orbicella,annularis,40,NA,35,4398.229715,West Point
1999,NA,NA,West Point,14,10,RG,AAGA,Agaricia,agaricites,25,NA,20,1570.796327,West Point
1999,NA,NA,West Point,14,10,RG,PPOR,Porites,porites,40,NA,25,3141.592654,West Point
1999,NA,NA,West Point,14,10,RG,MCAV,Montastraea,cavernosa,35,NA,45,4948.008429,West Point
1999,NA,NA,West Point,14,10,RG,PPOR,Porites,porites,20,NA,10,628.3185307,West Point
1999,NA,NA,Coral City,8,1,BR,OFAV,Orbicella,faveolata,100,NA,90,28274.33388,Coral City
1999,NA,NA,Coral City,8,1,BR,OANN,Orbicella,annularis,110,NA,60,20734.51151,Coral City
1999,NA,NA,Coral City,8,1,BR,OANN,Orbicella,annularis,140,NA,60,26389.37829,Coral City
1999,NA,NA,Coral City,8,1,BR,OANN,Orbicella,annularis,100,NA,60,18849.55592,Coral City
1999,NA,NA,Coral City,8,1,BR,OANN,Orbicella,annularis,100,NA,50,15707.96327,Coral City
1999,NA,NA,Coral City,8,1,BR,OANN,Orbicella,annularis,90,NA,40,11309.73355,Coral City
1999,NA,NA,Coral City,8,1,BR,MILL,Millepora,NA,100,NA,80,25132.74123,Coral City
1999,NA,NA,Coral City,8,1,BR,OANN,Orbicella,annularis,25,NA,20,1570.796327,Coral City
1999,NA,NA,Coral City,8,1,BR,APAL,Acropora,palmata,160,NA,100,50265.48246,Coral City
1999,NA,NA,Coral City,10,1,BR,APAL,Acropora,palmata,130,NA,20,8168.140899,Coral City
1999,NA,NA,Coral City,10,2,BR,OFAV,Orbicella,faveolata,40,NA,30,3769.911184,Coral City
1999,NA,NA,Coral City,10,2,BR,OFAV,Orbicella,faveolata,130,NA,70,28588.49315,Coral City
1999,NA,NA,Coral City,10,2,BR,AAGA,Agaricia,agaricites,30,NA,10,942.4777961,Coral City
1999,NA,NA,Coral City,10,2,BR,AAGA,Agaricia,agaricites,40,NA,20,2513.274123,Coral City
1999,NA,NA,Coral City,10,2,BR,PSTR,Pseudodiploria,strigosa,25,NA,15,1178.097245,Coral City
1999,NA,NA,Coral City,10,2,BR,OANN,Orbicella,annularis,20,NA,10,628.3185307,Coral City
1999,NA,NA,Coral City,10,2,BR,PPOR,Porites,porites,40,NA,10,1256.637061,Coral City
1999,NA,NA,Coral City,10,2,BR,APAL,Acropora,palmata,140,NA,100,43982.29715,Coral City
1999,NA,NA,Coral City,10,2,BR,APAL,Acropora,palmata,70,NA,80,17592.91886,Coral City
1999,NA,NA,Coral City,10,2,BR,NA,NA,NA,35,NA,25,2748.893572,Coral City
1999,NA,NA,Coral City,12,3,BR,PPOR,Porites,porites,50,NA,20,3141.592654,Coral City
1999,NA,NA,Coral City,12,3,BR,OFAV,Orbicella,faveolata,120,NA,100,37699.11184,Coral City
1999,NA,NA,Coral City,12,3,BR,OANN,Orbicella,annularis,30,NA,20,1884.955592,Coral City
1999,NA,NA,Coral City,12,3,BR,OANN,Orbicella,annularis,25,NA,15,1178.097245,Coral City
1999,NA,NA,Coral City,12,3,BR,PPOR,Porites,porites,30,NA,20,1884.955592,Coral City
1999,NA,NA,Coral City,12,3,BR,OFRA,Orbicella,franksi,40,NA,50,6283.185307,Coral City
1999,NA,NA,Coral City,12,3,BR,OFRA,Orbicella,franksi,90,NA,40,11309.73355,Coral City
1999,NA,NA,Coral City,12,3,BR,OANN,Orbicella,annularis,30,NA,10,942.4777961,Coral City
1999,NA,NA,Coral City,12,3,BR,OANN,Orbicella,annularis,30,NA,10,942.4777961,Coral City
1999,NA,NA,Coral City,9,4,BR,APAL,Acropora,palmata,240,NA,120,90477.86842,Coral City
1999,NA,NA,Coral City,9,4,BR,MILL,Millepora,NA,30,NA,20,1884.955592,Coral City
1999,NA,NA,Coral City,9,4,BR,MCAV,Montastraea,cavernosa,30,NA,20,1884.955592,Coral City
1999,NA,NA,Coral City,9,4,BR,AAGA,Agaricia,agaricites,35,NA,20,2199.114858,Coral City
1999,NA,NA,Coral City,9,4,BR,OANN,Orbicella,annularis,50,NA,40,6283.185307,Coral City
1999,NA,NA,Coral City,9,4,BR,PPOR,Porites,porites,50,NA,20,3141.592654,Coral City
1999,NA,NA,Coral City,9,4,BR,APAL,Acropora,palmata,300,NA,150,141371.6694,Coral City
1999,NA,NA,Coral City,9,4,BR,PAST,Porites,astreoides,30,NA,20,1884.955592,Coral City
1999,NA,NA,Coral City,9,4,BR,EFAS,Eusmilia,fastigiata,30,NA,10,942.4777961,Coral City
1999,NA,NA,Coral City,9,4,BR,APAL,Acropora,palmata,90,NA,60,16964.60033,Coral City
1999,NA,NA,Coral City,9,5,BR,OFAV,Orbicella,faveolata,120,NA,100,37699.11184,Coral City
1999,NA,NA,Coral City,9,5,BR,PPOR,Porites,porites,40,NA,30,3769.911184,Coral City
1999,NA,NA,Coral City,9,5,BR,PPOR,Porites,porites,30,NA,10,942.4777961,Coral City
1999,NA,NA,Coral City,9,5,BR,AAGA,Agaricia,agaricites,30,NA,20,1884.955592,Coral City
1999,NA,NA,Coral City,9,5,BR,AAGA,Agaricia,agaricites,30,NA,20,1884.955592,Coral City
