"","X","Year","Site","Transect","prop_CCA","prop_macro","prop_turf","Observer","Site_Name"
"23",23,"1999","Grundys  Gardens",8,0.272890559732665,0.336737677527151,0.390371762740184,NA,"Grundy's Gardens"
"24",24,"1999","Grundys  Gardens",9,0.272878787878788,0.627121212121212,0.1,NA,"Grundy's Gardens"
"25",25,"1999","Grundys  Gardens",10,0.292497868712702,0.507502131287297,0.2,NA,"Grundy's Gardens"
"26",26,"1999","Grundys  Gardens",11,0.476923076923077,0.376923076923077,0.146153846153846,NA,"Grundy's Gardens"
"27",27,"1999","Jigsaw",1,0.332950191570881,0.378451012588944,0.288598795840175,NA,"Jigsaw Puzzle"
"28",28,"1999","Jigsaw",2,0.129340659340659,0.473956043956044,0.396703296703297,NA,"Jigsaw Puzzle"
"29",29,"1999","Jigsaw",3,0.229510006901311,0.299797561536692,0.470692431561997,NA,"Jigsaw Puzzle"
"30",30,"1999","Jigsaw",4,0.575230158730159,0.328650793650794,0.0961190476190476,NA,"Jigsaw Puzzle"
"31",31,"1999","Jigsaw",5,0.617592592592593,0.296759259259259,0.0856481481481481,NA,"Jigsaw Puzzle"
"32",32,"1999","Jigsaw",6,0.426719576719577,0.272751322751323,0.300529100529101,NA,"Jigsaw Puzzle"
"33",33,"1999","Jigsaw",7,0.473258297258297,0.308186628186628,0.218555074555075,NA,"Jigsaw Puzzle"
"34",34,"1999","Jigsaw",8,0.492442645074224,0.275386455649614,0.232170899276162,NA,"Jigsaw Puzzle"
"35",35,"1999","Jigsaw",9,0.587922077922078,0.278149350649351,0.133928571428571,NA,"Jigsaw Puzzle"
"36",36,"1999","Jigsaw",10,0.448989898989899,0.297474747474747,0.253535353535354,NA,"Jigsaw Puzzle"
"37",37,"1999","Jigsaw",11,0.513637885699543,0.0453960333536441,0.440966080946813,NA,"Jigsaw Puzzle"
"38",38,"1999","Jigsaw",12,0.556073145105403,0.0759595824111953,0.367967272483402,NA,"Jigsaw Puzzle"
"39",39,"1999","Jigsaw",13,0.362965613198171,0.227515404492149,0.40951898230968,NA,"Jigsaw Puzzle"
"40",40,"1999","Mixing Bowl",1,0.625065590397398,0.24341965560501,0.131514753997592,NA,"Sailfin Miniwall"
"41",41,"1999","Mixing Bowl",2,0.469408369408369,0.263261183261183,0.267330447330447,NA,"Sailfin Miniwall"
"42",42,"1999","Mixing Bowl",3,0.417004048582996,0.235735492577598,0.347260458839406,NA,"Sailfin Miniwall"
"43",43,"1999","Mixing Bowl",4,0.439670868347339,0.316958450046685,0.243370681605976,NA,"Sailfin Miniwall"
"44",44,"1999","Mixing Bowl",5,0.428831168831169,0.184155844155844,0.387012987012987,NA,"Sailfin Miniwall"
"45",45,"1999","Mixing Bowl",6,0.47948717948718,0.520512820512821,0,NA,"Sailfin Miniwall"
"46",46,"1999","Mixing Bowl",7,0.517919245505452,0.482080754494548,0,NA,"Sailfin Miniwall"
"47",47,"1999","Mixing Bowl",8,0.426666666666667,0.573333333333333,0,NA,"Sailfin Miniwall"
"48",48,"1999","Mixing Bowl",9,0.628398268398268,0.371601731601732,0,NA,"Sailfin Miniwall"
"49",49,"1999","Mixing Bowl",10,0.510646850359906,0.365150522998443,0.124202626641651,NA,"Sailfin Miniwall"
"50",50,"1999","Mixing Bowl",11,0.27021645021645,0.426493506493506,0.303290043290043,NA,"Sailfin Miniwall"
"51",51,"1999","Mixing Bowl",12,0.356616161616162,0.368252525252525,0.275131313131313,NA,"Sailfin Miniwall"
"52",52,"1999","Mixing Bowl",13,0,0.29,0.71,NA,"Sailfin Miniwall"
"53",53,"1999","Mixing Bowl",14,0.272727272727273,0.398484848484848,0.328787878787879,NA,"Sailfin Miniwall"
"54",54,"1999","Mixing Bowl",15,0.50934112775545,0.49065887224455,0,NA,"Sailfin Miniwall"
"55",55,"1999","Pauls Anchor",1,0.472922929660041,0.489911906791702,0.0371651635482568,NA,"Paul's Anchor"
"56",56,"1999","Pauls Anchor",2,0.505139594704812,0.47667858711337,0.0181818181818182,NA,"Paul's Anchor"
"57",57,"1999","Pauls Anchor",3,0.550980392156863,0.449019607843137,0,NA,"Paul's Anchor"
"58",58,"1999","Pauls Anchor",4,0.233954451345756,0.465424430641822,0.300621118012422,NA,"Paul's Anchor"
"59",59,"1999","Pauls Anchor",5,0.231361231361231,0.493362193362193,0.275276575276575,NA,"Paul's Anchor"
"60",60,"1999","Pauls Anchor",6,0.157602339181287,0.517543859649123,0.324853801169591,NA,"Paul's Anchor"
"61",61,"1999","Pauls Anchor",7,0.605120285120285,0.242197802197802,0.152681912681913,NA,"Paul's Anchor"
"62",62,"1999","Pauls Anchor",8,0.548228888228888,0.364462132462132,0.0873089793089793,NA,"Paul's Anchor"
"63",63,"1999","Pauls Anchor",9,0.405727289873631,0.315635268074292,0.278637442052076,NA,"Paul's Anchor"
"64",64,"1999","Pauls Anchor",10,0.528663924770119,0.39053243973598,0.080803635493901,NA,"Paul's Anchor"
"65",65,"1999","Pauls Anchor",11,0.336840512702582,0.348246813764055,0.314912673533363,NA,"Paul's Anchor"
"66",66,"1999","Pauls Anchor",12,0.484144482968012,0.403138430197254,0.112717086834734,NA,"Paul's Anchor"
"67",67,"1999","Sailfin",1,0.450579710144928,0.469933110367893,0.0794871794871795,NA,"Sailfin Reef"
"68",68,"1999","Sailfin",2,0.475964912280702,0.524035087719298,0,NA,"Sailfin Reef"
"69",69,"1999","Sailfin",3,0.394799658994032,0.571504688832055,0.033695652173913,NA,"Sailfin Reef"
"70",70,"1999","Sailfin",4,0.478809523809524,0.521190476190476,0,NA,"Sailfin Reef"
"71",71,"1999","Sailfin",5,0.426218487394958,0.42140056022409,0.152380952380952,NA,"Sailfin Reef"
"72",72,"1999","Sailfin",6,0.208894572321682,0.48983612768779,0.301269299990528,NA,"Sailfin Reef"
"73",73,"1999","Sailfin",7,0.287308377896613,0.296256684491979,0.416434937611408,NA,"Sailfin Reef"
"74",74,"1999","Sailfin",8,0.384962406015038,0.461553884711779,0.153483709273183,NA,"Sailfin Reef"
"75",75,"1999","Sailfin",9,0.285087719298246,0.427719298245614,0.28719298245614,NA,"Sailfin Reef"
"76",76,"1999","Sailfin",10,0.298938780517728,0.547963440068703,0.153097779413569,NA,"Sailfin Reef"
"77",77,"1999","Snapshot",1,0.506227106227106,0.493772893772894,0,NA,"Snap Shot"
"78",78,"1999","Snapshot",2,0.560057005258244,0.439942994741756,0,NA,"Snap Shot"
"79",79,"1999","Snapshot",3,0.324761904761905,0.675238095238095,0,NA,"Snap Shot"
"80",80,"1999","Snapshot",4,0.457735597735598,0.542264402264402,0,NA,"Snap Shot"
"81",81,"1999","Snapshot",5,0.581601007687964,0.418398992312036,0,NA,"Snap Shot"
"82",82,"1999","Snapshot",6,0.647284878863826,0.352715121136174,0,NA,"Snap Shot"
"83",83,"1999","Snapshot",7,0.523416830847171,0.476583169152829,0,NA,"Snap Shot"
"84",84,"1999","Snapshot",8,0.465897435897436,0.534102564102564,0,NA,"Snap Shot"
"85",85,"1999","Snapshot",9,0.329019607843137,0.670980392156863,0,NA,"Snap Shot"
"86",86,"1999","Snapshot",10,0.272201963534362,0.727798036465638,0,NA,"Snap Shot"
"87",87,"1999","Snapshot",11,0.60234718984719,0.39765281015281,0,NA,"Snap Shot"
"88",88,"1999","Snapshot",12,0.365269151138716,0.634730848861284,0,NA,"Snap Shot"
"89",89,"1999","West Point",1,0.270750988142292,0.711067193675889,0.0181818181818182,NA,"West Point"
"90",90,"1999","West Point",2,0.199707602339181,0.642397660818713,0.157894736842105,NA,"West Point"
"91",91,"1999","West Point",3,0.29078431372549,0.70921568627451,0,NA,"West Point"
"92",92,"1999","West Point",4,0.203333333333333,0.616666666666667,0.18,NA,"West Point"
"93",93,"1999","West Point",5,0.578138528138528,0.379004329004329,0.0428571428571429,NA,"West Point"
"94",94,"1999","West Point",6,0.290909090909091,0.551363636363636,0.157727272727273,NA,"West Point"
"95",95,"1999","West Point",7,0.226680672268908,0.560270774976657,0.213048552754435,NA,"West Point"
"96",96,"1999","West Point",8,0.228626814362108,0.639661955691367,0.131711229946524,NA,"West Point"
"97",97,"1999","West Point",9,0.323057644110276,0.389540517961571,0.287401837928154,NA,"West Point"
"98",98,"1999","West Point",10,0.232198142414861,0.631578947368421,0.136222910216718,NA,"West Point"
"99",99,"2002","Coral City",1,0.184848484848485,0.407575757575758,0,NA,"Coral City"
"100",100,"2002","Coral City",2,0.184848484848485,0.407575757575758,0,NA,"Coral City"
"101",101,"2002","Coral City",3,0.201961722488038,0.399019138755981,0,NA,"Coral City"
"102",102,"2002","Coral City",4,0.214432234432234,0.392783882783883,0,NA,"Coral City"
"103",103,"2002","Coral City",5,0.26238514173998,0.36880742913001,0,NA,"Coral City"
"104",104,"2002","Coral City",6,0.63673301512052,0.18163349243974,0,NA,"Coral City"
"105",105,"2002","Coral City",7,0.340501930501931,0.329749034749035,0,NA,"Coral City"
"106",106,"2002","Coral City",8,0.331114551083591,0.334442724458204,0,NA,"Coral City"
"107",107,"2002","Grundys  Gardens",1,0.212874800637959,0.393562599681021,0,NA,"Grundy's Gardens"
"108",108,"2002","Grundys  Gardens",2,0.40321085558199,0.298394572209005,0,NA,"Grundy's Gardens"
"109",109,"2002","Grundys  Gardens",3,0.0473101673101673,0.476344916344916,0,NA,"Grundy's Gardens"
"110",110,"2002","Grundys  Gardens",4,0,0.5,0,NA,"Grundy's Gardens"
"111",111,"2002","Grundys  Gardens",5,0.178200100553042,0.410899949723479,0,NA,"Grundy's Gardens"
"112",112,"2002","Grundys  Gardens",6,0.144582610372084,0.427708694813958,0,NA,"Grundy's Gardens"
"113",113,"2002","Grundys  Gardens",7,0.113023088023088,0.443488455988456,0,NA,"Grundy's Gardens"
"114",114,"2002","Grundys  Gardens",8,0.00327868852459016,0.498360655737705,0,NA,"Grundy's Gardens"
"115",115,"2002","Grundys  Gardens",9,0.04,0.48,0,NA,"Grundy's Gardens"
"116",116,"2002","Grundys  Gardens",10,0.15625,0.421875,0,NA,"Grundy's Gardens"
"117",117,"2002","Grundys  Gardens",11,0.268253968253968,0.365873015873016,0,NA,"Grundy's Gardens"
"118",118,"2002","Jigsaw",1,0.186737425894052,0.406631287052974,0,NA,"Jigsaw Puzzle"
"119",119,"2002","Jigsaw",2,0.39907604832978,0.30046197583511,0,NA,"Jigsaw Puzzle"
"120",120,"2002","Jigsaw",3,0.286875901875902,0.356562049062049,0,NA,"Jigsaw Puzzle"
"121",121,"2002","Jigsaw",4,0.253131313131313,0.373434343434343,0,NA,"Jigsaw Puzzle"
"122",122,"2002","Jigsaw",5,0.302222222222222,0.348888888888889,0,NA,"Jigsaw Puzzle"
"123",123,"2002","Jigsaw",6,0.0181818181818182,0.490909090909091,0,NA,"Jigsaw Puzzle"
"124",124,"2002","Jigsaw",7,0,0.5,0,NA,"Jigsaw Puzzle"
"125",125,"2002","Jigsaw",8,0.380932400932401,0.3095337995338,0,NA,"Jigsaw Puzzle"
"126",126,"2002","Jigsaw",9,0.208957075788062,0.395521462105969,0,NA,"Jigsaw Puzzle"
"127",127,"2002","Meadows",1,0.451731601731602,0.274134199134199,0,NA,"The Meadows"
"128",128,"2002","Meadows",2,0.426923076923077,0.286538461538462,0,NA,"The Meadows"
"129",129,"2002","Meadows",3,0.40050505050505,0.299747474747475,0,NA,"The Meadows"
"130",130,"2002","Meadows",4,0.674622077592375,0.162688961203813,0,NA,"The Meadows"
"131",131,"2002","Meadows",5,0.0633333333333333,0.468333333333333,0,NA,"The Meadows"
"132",132,"2002","Meadows",6,0.341111111111111,0.329444444444444,0,NA,"The Meadows"
"133",133,"2002","Meadows",7,0.448069498069498,0.275965250965251,0,NA,"The Meadows"
"134",134,"2002","Meadows",8,0.783030303030303,0.108484848484848,0,NA,"The Meadows"
"135",135,"2002","Sailfin",1,0.334943658036878,0.332528170981561,0,NA,"Sailfin Reef"
"136",136,"2002","Sailfin",2,0.0765450141409221,0.461727492929539,0,NA,"Sailfin Reef"
"137",137,"2002","Sailfin",3,0.0840802675585284,0.457959866220736,0,NA,"Sailfin Reef"
"138",138,"2002","Sailfin",4,0,0.5,0,NA,"Sailfin Reef"
"139",139,"2002","Sailfin",5,0.0429337231968811,0.478533138401559,0,NA,"Sailfin Reef"
"140",140,"2002","Sailfin",6,0.0515527950310559,0.474223602484472,0,NA,"Sailfin Reef"
"141",141,"2002","Sailfin",7,0,0.5,0,NA,"Sailfin Reef"
"142",142,"2002","Sailfin",8,0.465806983924199,0.267096508037901,0,NA,"Sailfin Reef"
"143",143,"2002","Sailfin",9,0.366893939393939,0.31655303030303,0,NA,"Sailfin Reef"
"144",144,"2002","Sailfin",10,0.379365079365079,0.31031746031746,0,NA,"Sailfin Reef"
"145",145,"2002","Sailfin",11,0,0.5,0,NA,"Sailfin Reef"
"146",146,"2003","Pauls Anchor",1,0.008,0.496,0,NA,"Paul's Anchor"
"147",147,"2003","Pauls Anchor",2,0,0.5,0,NA,"Paul's Anchor"
"148",148,"2003","Pauls Anchor",3,0,0.5,0,NA,"Paul's Anchor"
"149",149,"2003","Pauls Anchor",4,0,0.5,0,NA,"Paul's Anchor"
"150",150,"2003","Pauls Anchor",5,0.106551134807316,0.446724432596342,0,NA,"Paul's Anchor"
"151",151,"2003","Pauls Anchor",6,0.104970760233918,0.447514619883041,0,NA,"Paul's Anchor"
"152",152,"2003","Pauls Anchor",7,0.161991341991342,0.419004329004329,0,NA,"Paul's Anchor"
"153",153,"2003","Pauls Anchor",8,0.281834215167548,0.359082892416226,0,NA,"Paul's Anchor"
"154",154,"2003","Pauls Anchor",9,0.546006404676035,0.226996797661982,0,NA,"Paul's Anchor"
"155",155,"2003","Richardss Reef",1,0.25,0.375,0,NA,"Richard's Reef"
"156",156,"2003","Richardss Reef",2,0.0888888888888889,0.455555555555556,0,NA,"Richard's Reef"
"157",157,"2003","Richardss Reef",3,0.107142857142857,0.446428571428571,0,NA,"Richard's Reef"
"158",158,"2003","Richardss Reef",4,0.666772486772487,0.166613756613757,0,NA,"Richard's Reef"
"159",159,"2003","Richardss Reef",5,0.713131313131313,0.143434343434343,0,NA,"Richard's Reef"
"160",160,"2003","Richardss Reef",6,0.626666666666667,0.186666666666667,0,NA,"Richard's Reef"
"161",161,"2003","Richardss Reef",7,0.496969696969697,0.251515151515152,0,NA,"Richard's Reef"
"162",162,"2003","Richardss Reef",8,0.179460784313726,0.410269607843137,0,NA,"Richard's Reef"
"163",163,"2003","Richardss Reef",9,0.646406926406926,0.176796536796537,0,NA,"Richard's Reef"
"164",164,"2003","Richardss Reef",10,0.466666666666667,0.266666666666667,0,NA,"Richard's Reef"
"165",165,"2003","Richardss Reef",11,0.136363636363636,0.43030303030303,0,NA,"Richard's Reef"
"166",166,"2003","Snapshot",1,0.0784778139747714,0.460761093012614,0,NA,"Snap Shot"
"167",167,"2003","Snapshot",2,0.173333333333333,0.413333333333333,0,NA,"Snap Shot"
"168",168,"2003","Snapshot",3,0.387456687456687,0.306271656271656,0,NA,"Snap Shot"
"169",169,"2003","Snapshot",4,0.586363636363636,0.206818181818182,0,NA,"Snap Shot"
"170",170,"2003","Snapshot",5,0.515064935064935,0.242467532467532,0,NA,"Snap Shot"
"171",171,"2003","Snapshot",6,0,0.5,0,NA,"Snap Shot"
"172",172,"2003","Snapshot",7,0.0367647058823529,0.481617647058824,0,NA,"Snap Shot"
"173",173,"2003","Snapshot",8,0.25190807505798,0.37404596247101,0,NA,"Snap Shot"
"174",174,"2003","Snapshot",9,0.286147186147186,0.356926406926407,0,NA,"Snap Shot"
"175",175,"2003","West Point",1,0.58444976076555,0.207775119617225,0,NA,"West Point"
"176",176,"2003","West Point",2,0,0.5,0,NA,"West Point"
"177",177,"2003","West Point",3,0.50465367965368,0.24767316017316,0,NA,"West Point"
"178",178,"2003","West Point",4,0.300722394220846,0.349638802889577,0,NA,"West Point"
"179",179,"2003","West Point",5,0.643116108697504,0.178441945651248,0,NA,"West Point"
"180",180,"2003","West Point",6,0.085,0.4575,0,NA,"West Point"
"181",181,"2003","West Point",7,0.518268928134289,0.240865535932855,0,NA,"West Point"
"182",182,"2003","West Point",8,0.903647679574731,0.0481761602126344,0,NA,"West Point"
"183",183,"2004","Coral City",1,0,0.5,0,NA,"Coral City"
"184",184,"2004","Coral City",2,0.0511494252873563,0.474425287356322,0,NA,"Coral City"
"185",185,"2004","Coral City",3,0.12029304029304,0.43985347985348,0,NA,"Coral City"
"186",186,"2004","Coral City",4,0.13040404040404,0.43479797979798,0,NA,"Coral City"
"187",187,"2004","Coral City",5,0.105,0.4475,0,NA,"Coral City"
"188",188,"2004","Coral City",6,0.290849673202614,0.354575163398693,0,NA,"Coral City"
"189",189,"2004","Coral City",7,0.685873935588221,0.157063032205889,0,NA,"Coral City"
"190",190,"2004","Coral City",8,0.491615956727519,0.254192021636241,0,NA,"Coral City"
"191",191,"2004","Grundys  Gardens",1,0.0142857142857143,0.492857142857143,0,NA,"Grundy's Gardens"
"192",192,"2004","Grundys  Gardens",2,0.165391849529781,0.41730407523511,0,NA,"Grundy's Gardens"
"193",193,"2004","Grundys  Gardens",3,0.0690540831717302,0.465472958414135,0,NA,"Grundy's Gardens"
"194",194,"2004","Grundys  Gardens",4,0.100616144824536,0.449691927587732,0,NA,"Grundy's Gardens"
"195",195,"2004","Grundys  Gardens",5,0.334688398849473,0.332655800575264,0,NA,"Grundy's Gardens"
"196",196,"2004","Grundys  Gardens",6,0.75406162464986,0.12296918767507,0,NA,"Grundy's Gardens"
"197",197,"2004","Grundys  Gardens",7,0.69417334438611,0.152913327806945,0,NA,"Grundy's Gardens"
"198",198,"2004","Grundys  Gardens",8,0.470207039337474,0.264896480331263,0,NA,"Grundy's Gardens"
"199",199,"2004","Jigsaw",1,0.0869565217391304,0.456521739130435,0,NA,"Jigsaw Puzzle"
"200",200,"2004","Jigsaw",2,0,0.5,0,NA,"Jigsaw Puzzle"
"201",201,"2004","Jigsaw",3,0.155,0.4225,0,NA,"Jigsaw Puzzle"
"202",202,"2004","Jigsaw",4,0.0613636363636364,0.469318181818182,0,NA,"Jigsaw Puzzle"
"203",203,"2004","Jigsaw",5,0.305734021394399,0.347132989302801,0,NA,"Jigsaw Puzzle"
"204",204,"2004","Jigsaw",6,0.0500599874653058,0.474970006267347,0,NA,"Jigsaw Puzzle"
"205",205,"2004","Jigsaw",7,0,0.5,0,NA,"Jigsaw Puzzle"
"206",206,"2004","Jigsaw",8,0,0.5,0,NA,"Jigsaw Puzzle"
"207",207,"2004","Jigsaw",9,0,0.5,0,NA,"Jigsaw Puzzle"
"208",208,"2004","Jigsaw",10,0,0.5,0,NA,"Jigsaw Puzzle"
"209",209,"2004","Jigsaw",11,0,0.5,0,NA,"Jigsaw Puzzle"
"210",210,"2004","Mixing Bowl",1,0,0.5,0,NA,"Sailfin Miniwall"
"211",211,"2004","Mixing Bowl",2,0,0.5,0,NA,"Sailfin Miniwall"
"212",212,"2004","Mixing Bowl",3,0,0.5,0,NA,"Sailfin Miniwall"
"213",213,"2004","Mixing Bowl",4,0.037037037037037,0.481481481481481,0,NA,"Sailfin Miniwall"
"214",214,"2004","Mixing Bowl",5,0.374219640009114,0.312890179995443,0,NA,"Sailfin Miniwall"
"215",215,"2004","Mixing Bowl",6,0.272857142857143,0.363571428571429,0,NA,"Sailfin Miniwall"
"216",216,"2004","Mixing Bowl",7,0.325793650793651,0.337103174603175,0,NA,"Sailfin Miniwall"
"217",217,"2004","Mixing Bowl",8,0.556960950764007,0.221519524617997,0,NA,"Sailfin Miniwall"
"218",218,"2004","Mixing Bowl",9,0.200412766121226,0.399793616939387,0,NA,"Sailfin Miniwall"
"219",219,"2004","Pauls Anchor",1,0.12967032967033,0.435164835164835,0,NA,"Paul's Anchor"
"220",220,"2004","Pauls Anchor",2,0,0.5,0,NA,"Paul's Anchor"
"221",221,"2004","Pauls Anchor",3,0.151218896046482,0.424390551976759,0,NA,"Paul's Anchor"
"222",222,"2004","Pauls Anchor",4,0.343525522096951,0.328237238951525,0,NA,"Paul's Anchor"
"223",223,"2004","Pauls Anchor",5,0.0864035087719298,0.456798245614035,0,NA,"Paul's Anchor"
"224",224,"2004","Pauls Anchor",6,0.111111111111111,0.444444444444444,0,NA,"Paul's Anchor"
"225",225,"2004","Pauls Anchor",7,0,0.5,0,NA,"Paul's Anchor"
"226",226,"2004","Pauls Anchor",8,0,0.5,0,NA,"Paul's Anchor"
"227",227,"2004","Pauls Anchor",9,0.216742081447964,0.391628959276018,0,NA,"Paul's Anchor"
"228",228,"2004","Pauls Anchor",10,0.352930402930403,0.323534798534799,0,NA,"Paul's Anchor"
"229",229,"2004","Richardss Reef",1,0,0.469239623707709,0.0606461244333585,NA,"Richard's Reef"
"230",230,"2004","Richardss Reef",2,0,0.484025778143425,0.18786507610037,NA,"Richard's Reef"
"231",231,"2004","Richardss Reef",3,0,0.465648148148148,0.233981481481481,NA,"Richard's Reef"
"232",232,"2004","Richardss Reef",4,0,0.35,0.3,NA,"Richard's Reef"
"233",233,"2004","Richardss Reef",5,0,0.189775910364146,0.129084967320261,NA,"Richard's Reef"
"234",234,"2004","Richardss Reef",6,0,0.585875485875486,0.0533312533312533,NA,"Richard's Reef"
"235",235,"2004","Richardss Reef",7,0,0.392910052910053,0.318624338624339,NA,"Richard's Reef"
"236",236,"2004","Richardss Reef",8,0,0.270562770562771,0.346455627705628,NA,"Richard's Reef"
"237",237,"2004","Richardss Reef",9,0,0.560277282630224,0.120055456526045,NA,"Richard's Reef"
"238",238,"2004","Richardss Reef",10,0,0.410992723492723,0.0543139293139293,NA,"Richard's Reef"
"239",239,"2004","Richardss Reef",11,0,0.519570135746606,0.311349924585219,NA,"Richard's Reef"
"240",240,"2004","Richardss Reef",12,0,0.392910052910053,0.318624338624339,NA,"Richard's Reef"
"241",241,"2004","Richardss Reef",13,0,0.270562770562771,0.346455627705628,NA,"Richard's Reef"
"242",242,"2004","Richardss Reef",14,0,0.560277282630224,0.120055456526045,NA,"Richard's Reef"
"243",243,"2004","Richardss Reef",15,0,0.410992723492723,0.0543139293139293,NA,"Richard's Reef"
"244",244,"2004","Richardss Reef",16,0,0.545296003016591,0.285020739064857,NA,"Richard's Reef"
"245",245,"2004","Richardss Reef",26,0,0.416666666666667,0.416666666666667,NA,"Richard's Reef"
"246",246,"2004","Sailfin",1,0.558333333333333,0.220833333333333,0,NA,"Sailfin Reef"
"247",247,"2004","Sailfin",2,0.383492063492063,0.308253968253968,0,NA,"Sailfin Reef"
"248",248,"2004","Sailfin",3,0.170832683205908,0.414583658397046,0,NA,"Sailfin Reef"
"249",249,"2004","Sailfin",4,0.182462550527067,0.408768724736467,0,NA,"Sailfin Reef"
"250",250,"2004","Sailfin",5,0.0105263157894737,0.494736842105263,0,NA,"Sailfin Reef"
"251",251,"2004","Sailfin",6,0.0599854756717502,0.470007262164125,0,NA,"Sailfin Reef"
"252",252,"2004","Sailfin",7,0,0.5,0,NA,"Sailfin Reef"
"253",253,"2004","Sailfin",8,0,0.5,0,NA,"Sailfin Reef"
"254",254,"2004","Sailfin",9,0,0.5,0,NA,"Sailfin Reef"
"255",255,"2004","Sailfin",10,0,0.5,0,NA,"Sailfin Reef"
"256",256,"2004","Snapshot",1,0.0656084656084656,0.467195767195767,0,NA,"Snap Shot"
"257",257,"2004","Snapshot",2,0,0.5,0,NA,"Snap Shot"
"258",258,"2004","Snapshot",3,0,0.5,0,NA,"Snap Shot"
"259",259,"2004","Snapshot",4,0,0.5,0,NA,"Snap Shot"
"260",260,"2004","Snapshot",5,0,0.5,0,NA,"Snap Shot"
"261",261,"2004","Snapshot",6,0.178524743230626,0.410737628384687,0,NA,"Snap Shot"
"262",262,"2004","Snapshot",7,0.13,0.435,0,NA,"Snap Shot"
"263",263,"2004","Snapshot",8,0.0466131907308378,0.476693404634581,0,NA,"Snap Shot"
"264",264,"2004","Snapshot",9,0.0607373271889401,0.46963133640553,0,NA,"Snap Shot"
"265",265,"2004","Snapshot",10,0.787570093457944,0.106214953271028,0,NA,"Snap Shot"
"266",266,"2004","Snapshot",11,0.217249004865104,0.391375497567448,0,NA,"Snap Shot"
"267",267,"2004","West Point",1,0.141312741312741,0.429343629343629,0,NA,"West Point"
"268",268,"2004","West Point",2,0.119848024316109,0.440075987841945,0,NA,"West Point"
"269",269,"2004","West Point",3,0.0553890608875129,0.472305469556244,0,NA,"West Point"
"270",270,"2004","West Point",4,0.0419047619047619,0.479047619047619,0,NA,"West Point"
"271",271,"2004","West Point",5,0,0.5,0,NA,"West Point"
"272",272,"2004","West Point",6,0,0.5,0,NA,"West Point"
"273",273,"2004","West Point",7,0,0.5,0,NA,"West Point"
"274",274,"2004","West Point",8,0,0.5,0,NA,"West Point"
"275",275,"2004","West Point",9,0.00952380952380952,0.495238095238095,0,NA,"West Point"
"276",276,"2004","West Point",10,0,0.5,0,NA,"West Point"
"277",277,"2005","Coral City",1,0.269272125723739,0.365363937138131,0,NA,"Coral City"
"278",278,"2005","Coral City",2,0.564844517184943,0.217577741407529,0,NA,"Coral City"
"279",279,"2005","Coral City",3,0.227251632412923,0.386374183793539,0,NA,"Coral City"
"280",280,"2005","Coral City",4,0.144955403087479,0.427522298456261,0,NA,"Coral City"
"281",281,"2005","Coral City",5,0.185576265839424,0.407211867080288,0,NA,"Coral City"
