Date,Diver ,Site,Bottom Temp (°F),Bottom Temp (°C),Qudrat No.,Quadrat Depth (ft),Quadrat Depth (m),Coral Code,Substratum,Comments
01/07/19,KC,Coral City,84,28.88888889,5,42,12.80487805,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,5,42,12.80487805,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,5,42,12.80487805,MLAM,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,6,38,11.58536585,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,6,38,11.58536585,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,6,38,11.58536585,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,6,38,11.58536585,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,6,38,11.58536585,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,6,38,11.58536585,MALC,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,6,38,11.58536585,MALC,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,6,38,11.58536585,OANN,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,7,39,11.8902439,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,7,39,11.8902439,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,7,39,11.8902439,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,7,39,11.8902439,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,7,39,11.8902439,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,7,39,11.8902439,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,7,39,11.8902439,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,7,39,11.8902439,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,7,39,11.8902439,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,7,39,11.8902439,PPOR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,8,40,12.19512195,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,8,40,12.19512195,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,8,40,12.19512195,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,8,40,12.19512195,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,8,40,12.19512195,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,8,40,12.19512195,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,8,40,12.19512195,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,8,40,12.19512195,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,8,40,12.19512195,PFUR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,8,40,12.19512195,PFUR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,8,40,12.19512195,PFUR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,8,40,12.19512195,PFUR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,9,40,12.19512195,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,9,40,12.19512195,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,9,40,12.19512195,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,9,40,12.19512195,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,9,40,12.19512195,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,9,40,12.19512195,MDEC,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,9,40,12.19512195,PFUR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,9,40,12.19512195,PFUR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,9,40,12.19512195,PFUR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,10,38,11.58536585,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,10,38,11.58536585,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,10,38,11.58536585,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,10,38,11.58536585,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,10,38,11.58536585,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,10,38,11.58536585,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,10,38,11.58536585,PFUR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,11,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,11,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,11,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,11,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,11,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,11,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,11,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,11,37,11.2804878,MALC,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,11,37,11.2804878,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,11,37,11.2804878,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,11,37,11.2804878,PSTR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,11,37,11.2804878,SINT,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,12,36,10.97560976,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,12,36,10.97560976,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,12,36,10.97560976,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,12,36,10.97560976,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,12,36,10.97560976,MCAV,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,12,36,10.97560976,PFUR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,12,36,10.97560976,PFUR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,13,35,10.67073171,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,13,35,10.67073171,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,13,35,10.67073171,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,13,35,10.67073171,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,13,35,10.67073171,MALC,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,14,34,10.36585366,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,14,34,10.36585366,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,14,34,10.36585366,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,14,34,10.36585366,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,14,34,10.36585366,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,14,34,10.36585366,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,14,34,10.36585366,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,14,34,10.36585366,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,14,34,10.36585366,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,14,34,10.36585366,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,14,34,10.36585366,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,14,34,10.36585366,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,15,35,10.67073171,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,15,35,10.67073171,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,15,35,10.67073171,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,15,35,10.67073171,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,15,35,10.67073171,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,15,35,10.67073171,MCOM,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,15,35,10.67073171,PFUR,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,16,35,10.67073171,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,16,35,10.67073171,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,16,35,10.67073171,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,16,35,10.67073171,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,16,35,10.67073171,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,16,35,10.67073171,MFER,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,16,35,10.67073171,MCOM,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,17,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,17,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,17,37,11.2804878,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,17,37,11.2804878,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,17,37,11.2804878,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,17,37,11.2804878,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,17,37,11.2804878,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,17,37,11.2804878,PAST,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,17,37,11.2804878,SCUB,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,18,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,18,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,18,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,18,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,18,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,18,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,18,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,18,37,11.2804878,AAGA,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,18,37,11.2804878,EFAS,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,18,37,11.2804878,MCAV,Live Coral/Dead Coral,
01/07/19,KC,Coral City,84,28.88888889,18,37,11.2804878,MALC,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,MALC,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,MALC,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,MALC,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,MALC,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,PAST,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,PAST,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,PAST,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,PPOR,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,PPOR,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,PFUR,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,PFUR,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,PFUR,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,1,43,13.1097561,PFUR,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,2,40,12.19512195,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,2,40,12.19512195,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,2,40,12.19512195,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,2,40,12.19512195,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,2,40,12.19512195,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,2,40,12.19512195,PFUR,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,2,40,12.19512195,PFUR,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,2,40,12.19512195,PFUR,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,3,34,10.36585366,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,3,34,10.36585366,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,3,34,10.36585366,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,3,34,10.36585366,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,3,34,10.36585366,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,3,34,10.36585366,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,3,34,10.36585366,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,3,34,10.36585366,PAST,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,3,34,10.36585366,PFUR,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,4,32,9.756097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,4,32,9.756097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,4,32,9.756097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,4,32,9.756097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,4,32,9.756097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,4,32,9.756097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,4,32,9.756097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,4,32,9.756097561,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,4,32,9.756097561,SCUB,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,4,32,9.756097561,SCUB,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,4,32,9.756097561,PFUR,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,EFAS,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,PAST,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,5,30,9.146341463,PFUR,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,6,25,7.62195122,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,6,25,7.62195122,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,6,25,7.62195122,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,6,25,7.62195122,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,6,25,7.62195122,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,6,25,7.62195122,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,7,33,10.06097561,AAGA,Live Coral/Dead Coral,PB CNAT W/ BBD
07/01/2019,KC,Grundys Gardens,84,28.88888889,7,33,10.06097561,AAGA,Live Coral/Dead Coral,PB CNAT W/ BBD
07/01/2019,KC,Grundys Gardens,84,28.88888889,7,33,10.06097561,AAGA,Live Coral/Dead Coral,PB CNAT W/ BBD
07/01/2019,KC,Grundys Gardens,84,28.88888889,7,33,10.06097561,AAGA,Live Coral/Dead Coral,PB CNAT W/ BBD
07/01/2019,KC,Grundys Gardens,84,28.88888889,7,33,10.06097561,AAGA,Live Coral/Dead Coral,PB CNAT W/ BBD
07/01/2019,KC,Grundys Gardens,84,28.88888889,7,33,10.06097561,AAGA,Live Coral/Dead Coral,PB CNAT W/ BBD
07/01/2019,KC,Grundys Gardens,84,28.88888889,7,33,10.06097561,AAGA,Live Coral/Dead Coral,PB CNAT W/ BBD
07/01/2019,KC,Grundys Gardens,84,28.88888889,7,33,10.06097561,AAGA,Live Coral/Dead Coral,PB CNAT W/ BBD
07/01/2019,KC,Grundys Gardens,84,28.88888889,7,33,10.06097561,PAST,Live Coral/Dead Coral,PB CNAT W/ BBD
07/01/2019,KC,Grundys Gardens,84,28.88888889,7,33,10.06097561,PSTR,Live Coral/Dead Coral,PB CNAT W/ BBD
07/01/2019,KC,Grundys Gardens,84,28.88888889,7,33,10.06097561,SSID,Live Coral/Dead Coral,PB CNAT W/ BBD
07/01/2019,KC,Grundys Gardens,84,28.88888889,8,34,10.36585366,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,8,34,10.36585366,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,8,34,10.36585366,PAST,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,9,31,9.451219512,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,9,31,9.451219512,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,9,31,9.451219512,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,9,31,9.451219512,AAGA,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,9,31,9.451219512,MALC,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,9,31,9.451219512,MALC,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,9,31,9.451219512,PAST,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,9,31,9.451219512,PAST,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,9,31,9.451219512,PAST,Live Coral/Dead Coral,
07/01/2019,KC,Grundys Gardens,84,28.88888889,9,31,9.451219512,PAST,Live Coral/Dead Coral,
