Date (m/d/y),Year,Month,Day,Site,MPA,Observer,Transect,common_name,sizeclass,count,fish_spp,common_family,foodweb,a,b,biomass,density,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,1,Striped_Parrotfish,30,2,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,913.2575513,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,1,Black_Durgon,30,1,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,565.8086886,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,1,Blue_Tang,20,4,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,892.5724724,0.066666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,1,Yellowhead_Wrasse,5,1,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,1.565906452,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,1,Yellowhead_Wrasse,10,2,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,27.60768529,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,1,Bermuda_or_Yellow_Chub,40,1,Kyphosus_spp.,Chub,Carnivore,0.0138,3.03,986.5539963,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,1,Yellowtail_Damselfish,10,3,Microspathodon_chrysurus,Damselfish,Herbivore,0.02291,3.02,71.96914511,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,1,White_Grunt,20,2,Haemulon_plumierii,Grunt,Carnivore,0.02,2.96,283.8629936,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,1,French_Angelfish,20,1,Pomacanthus_paru,Angelfish,Omnivore,0.049,2.96,347.7321672,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,1,French_Angelfish,30,2,Pomacanthus_paru,Angelfish,Omnivore,0.049,2.96,2309.430992,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,French_Grunt,20,5,Haemulon_flavolineatum,Grunt,Carnivore,0.0186,2.99,722.0422911,0.083333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Princess_Parrotfish,5,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,2.266301752,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Princess_Parrotfish,10,5,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,93.20064667,0.083333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Redband_Parrotfish,5,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,3.723671588,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Redband_Parrotfish,10,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,33.05337854,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Redband_Parrotfish,20,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,440.1002374,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Redband_Parrotfish,30,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,1578.479946,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Stoplight_Parrotfish,5,3,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,8.610660986,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Stoplight_Parrotfish,10,2,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,43.74849516,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Stoplight_Parrotfish,30,2,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,1093.776014,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Stoplight_Parrotfish,40,2,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,2540.966232,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Striped_Parrotfish,5,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,2.039607029,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Striped_Parrotfish,10,4,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,66.17852424,0.066666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Striped_Parrotfish,20,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,134.204684,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Black_Durgon,30,1,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,565.8086886,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Blue_Tang,10,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,28.8765304,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Blue_Tang,20,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,223.1431181,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Ocean_Surgeonfish,10,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,20.41423563,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Yellowhead_Wrasse,5,3,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,4.697719357,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Yellowhead_Wrasse,20,1,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,121.6841986,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Yellowtail_Damselfish,10,3,Microspathodon_chrysurus,Damselfish,Herbivore,0.02291,3.02,71.96914511,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Yellowtail_Damselfish,20,1,Microspathodon_chrysurus,Damselfish,Herbivore,0.02291,3.02,194.5967918,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Great_Barracuda,60,1,Sphyraena_barracuda,Barracuda,Carnivore,0.0115,2.94,1942.95399,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Yellowtail_Snapper,20,1,Ocyurus_chrysurus,Snapper,Carnivore,0.0295,2.79,125.8043632,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Schoolmaster,30,1,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,491.4,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,2,Nassau_Grouper,50,1,Epinephelus_striatus,Grouper,Carnivore,0.0091,3.16,2127.093625,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Banded_Butterfly,10,2,Chaetodon_striatus,Butterflyfish,Corallivore,0.0251,3.06,57.6373118,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Foureye_Butterfly,10,2,Chaetodon_capistratus,Butterflyfish,Corallivore,0.0234,3.19,72.48461777,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Princess_Parrotfish,5,6,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,13.59781051,0.1,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Princess_Parrotfish,10,8,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,149.1210347,0.133333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Redband_Parrotfish,5,4,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,7.447343176,0.066666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Redband_Parrotfish,10,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,49.58006782,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Redband_Parrotfish,20,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,440.1002374,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Redband_Parrotfish,30,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,1052.319964,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Stoplight_Parrotfish,5,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,2.870220329,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Stoplight_Parrotfish,40,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,1270.483116,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Striped_Parrotfish,5,8,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,16.31685623,0.133333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Striped_Parrotfish,10,12,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,198.5355727,0.2,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Striped_Parrotfish,20,3,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,402.6140521,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Graysby,20,1,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,122.3477457,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Blue_Tang,5,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,3.73685738,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Blue_Tang,10,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,28.8765304,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Blue_Tang,20,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,446.2862362,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Ocean_Surgeonfish,10,3,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,61.2427069,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Yellowhead_Wrasse,5,2,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,3.131812905,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Yellowhead_Wrasse,10,1,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,13.80384265,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Yellowtail_Damselfish,10,1,Microspathodon_chrysurus,Damselfish,Herbivore,0.02291,3.02,23.98971504,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Yellowtail_Damselfish,20,1,Microspathodon_chrysurus,Damselfish,Herbivore,0.02291,3.02,194.5967918,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,3,Nassau_Grouper,50,1,Epinephelus_striatus,Grouper,Carnivore,0.0091,3.16,2127.093625,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Foureye_Butterfly,10,3,Chaetodon_capistratus,Butterflyfish,Corallivore,0.0234,3.19,108.7269266,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Princess_Parrotfish,5,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,2.266301752,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Princess_Parrotfish,20,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,153.3133976,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Princess_Parrotfish,30,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,525.8931764,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Redband_Parrotfish,5,9,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,16.75652215,0.15,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Redband_Parrotfish,10,5,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,82.63344636,0.083333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Stoplight_Parrotfish,5,2,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,5.740440657,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Striped_Parrotfish,5,8,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,16.31685623,0.133333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Striped_Parrotfish,20,3,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,402.6140521,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Striped_Parrotfish,30,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,456.6287756,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Graysby,10,1,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,14.17074507,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Graysby,30,1,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,431.7573976,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Blue_Tang,5,4,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,14.94742952,0.066666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Ocean_Surgeonfish,10,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,20.41423563,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Yellowhead_Wrasse,5,5,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,7.829532261,0.083333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Yellowhead_Wrasse,10,4,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,55.21537058,0.066666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Yellowhead_Wrasse,20,1,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,121.6841986,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Bar_Jack,10,2,Caranx_ruber,Jacks,Herbivore,0.0158,2.99,30.88069618,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Bar_Jack,20,7,Caranx_ruber,Jacks,Herbivore,0.0158,2.99,858.6868537,0.116666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Bar_Jack,30,2,Caranx_ruber,Jacks,Herbivore,0.0158,2.99,824.6689333,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Bar_Jack,40,1,Caranx_ruber,Jacks,Herbivore,0.0158,2.99,974.5776804,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Bermuda_or_Yellow_Chub,20,1,Kyphosus_spp.,Chub,Carnivore,0.0138,3.03,120.7813761,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Yellowtail_Damselfish,10,2,Microspathodon_chrysurus,Damselfish,Herbivore,0.02291,3.02,47.97943007,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Yellowtail_Damselfish,20,1,Microspathodon_chrysurus,Damselfish,Herbivore,0.02291,3.02,194.5967918,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Schoolmaster,20,1,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,145.6,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Schoolmaster,30,1,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,491.4,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,4,Schoolmaster,40,1,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,1164.8,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Foureye_Butterfly,10,2,Chaetodon_capistratus,Butterflyfish,Corallivore,0.0234,3.19,72.48461777,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Princess_Parrotfish,5,3,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,6.798905257,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Princess_Parrotfish,10,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,18.64012933,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Princess_Parrotfish,20,3,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,459.9401928,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Redband_Parrotfish,5,4,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,7.447343176,0.066666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Redband_Parrotfish,10,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,49.58006782,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Redband_Parrotfish,20,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,440.1002374,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Stoplight_Parrotfish,5,3,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,8.610660986,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Stoplight_Parrotfish,10,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,21.87424758,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Striped_Parrotfish,5,5,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,10.19803515,0.083333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Striped_Parrotfish,10,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,16.54463106,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Striped_Parrotfish,20,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,134.204684,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Graysby,20,2,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,244.6954914,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Blue_Tang,5,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,7.47371476,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Blue_Tang,10,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,28.8765304,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Blue_Tang,20,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,223.1431181,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Yellowhead_Wrasse,5,3,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,4.697719357,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Yellowhead_Wrasse,10,1,Halichoeres_garnoti,Wrasse,Omnivore,0.01,3.14,13.80384265,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Bar_Jack,30,23,Caranx_ruber,Jacks,Herbivore,0.0158,2.99,9483.692733,0.383333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Threespot_Damselfish,10,2,Stegastes_planifrons,Damselfish,Herbivore,0.02138,2.96,38.99758349,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,5,Schoolmaster,30,2,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,982.8,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,French_Grunt,20,3,Haemulon_flavolineatum,Grunt,Carnivore,0.0186,2.99,433.2253747,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Princess_Parrotfish,5,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,4.532603504,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Princess_Parrotfish,10,2,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,37.28025867,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Queen_Parrotfish,20,1,Scarus_vetula,Parrotfish,Herbivore,0.01479,3.03,129.446127,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Redband_Parrotfish,5,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,3.723671588,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Redband_Parrotfish,10,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,33.05337854,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Redband_Parrotfish,20,2,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,293.4001583,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Redband_Parrotfish,30,3,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,1578.479946,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Stoplight_Parrotfish,30,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,546.8880071,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Stoplight_Parrotfish,40,3,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,3811.449348,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Striped_Parrotfish,5,4,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,8.158428117,0.066666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Striped_Parrotfish,10,3,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,49.63389318,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Black_Durgon,30,1,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,565.8086886,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Blue_Tang,5,2,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,7.47371476,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,ADC,6,Blue_Tang,20,1,Acanthurus_coeruleus,Surgeonfish,Herbivore,0.0324,2.95,223.1431181,0.016666667,,,,,,,,,,,,,,,
