Date (m/d/y),Year,Month,Day,Site,MPA,Observer,Transect,common_name,sizeclass,count,fish_spp,common_family,foodweb,a,b,biomass,density,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Jigsaw,Outside,JVJ,2,Sailors_Choice,50,1,Haemulon_parra,Grunt,Carnivore,0.0174,3.04,2543.41988,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Jigsaw,Outside,JVJ,4,Nassau_Grouper,50,1,Epinephelus_striatus,Grouper,Carnivore,0.0091,3.16,2127.093625,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,1,Princess_Parrotfish,50,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,2484.950457,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,2,Tiger_Grouper,50,1,Mycteroperca_tigris,Grouper,Carnivore,0.0135,3.12,2698.486079,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,1,Redtail_Parrotfish,50,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,2384.496689,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,1,Queen_Triggerfish,50,1,Balistes_vetula,Triggerfish,Carnivore,0.0398,2.88,3111.11944,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,4,Redtail_Parrotfish,50,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,2384.496689,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Snapshot,Outside,JVJ,1,Nassau_Grouper,50,1,Epinephelus_striatus,Grouper,Carnivore,0.0091,3.16,2127.093625,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Snapshot,Outside,JVJ,1,Mutton_Snapper,50,1,Lutjanus_analis,Snapper,Carnivore,0.0151,3.03,2122.540865,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Snapshot,Outside,JVJ,2,Schoolmaster,50,1,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,2275,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,JVJ,3,Ocean_Triggerfish,45,1,Canthidermis_sufflamen,Triggerfish,Carnivore,0.0427,2.84,2116.174195,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,4,Bluestriped_Grunt,45,1,Haemulon_sciurus,Grunt,Carnivore,0.0245,2.92,1646.442714,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Westpoint,Inside,JVJ,3,French_Angelfish,30,1,Pomacanthus_paru,Angelfish,Omnivore,0.049,2.96,1154.715496,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marthas,Outside,JVJ,1,Ocean_Triggerfish,45,1,Canthidermis_sufflamen,Triggerfish,Carnivore,0.0427,2.84,2116.174195,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,JVJ,1,Great_Barracuda,40,1,Sphyraena_barracuda,Barracuda,Carnivore,0.0115,2.94,589.8671556,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,JVJ,2,Striped_Parrotfish,40,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,1088.624893,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,JVJ,3,Ocean_Triggerfish,40,2,Canthidermis_sufflamen,Triggerfish,Carnivore,0.0427,2.84,3029.062581,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,JVJ,4,Caesar_Grunt,40,1,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,1000.484176,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,JVJ,4,Stoplight_Parrotfish,40,3,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,3811.449348,0.05,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,JVJ,4,Nassau_Grouper,40,1,Epinephelus_striatus,Grouper,Carnivore,0.0091,3.16,1050.874769,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Coral City,Outside,JVJ,4,Black_Durgon,40,2,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,2636.449721,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,1,Princess_Parrotfish,40,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,1260.988991,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,1,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,2,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,2,Stoplight_Parrotfish,40,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,1270.483116,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,3,Caesar_Grunt,40,1,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,1000.484176,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,3,Bermuda_or_Yellow_Chub,40,1,Kyphosus_spp.,Chub,Carnivore,0.0138,3.03,986.5539963,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,3,Sailors_Choice,40,4,Haemulon_parra,Grunt,Carnivore,0.0174,3.04,5162.637281,0.066666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,3,Spanish_Grunt,40,2,Haemulon_macrostomum,Grunt,Carnivore,0.0214,3.04,3174.725224,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,4,Caesar_Grunt,40,26,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,26012.58857,0.433333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,4,French_Grunt,40,2,Haemulon_flavolineatum,Grunt,Carnivore,0.0186,2.99,2294.575298,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,4,Princess_Parrotfish,40,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,1260.988991,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,4,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,4,Schoolmaster,40,1,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,1164.8,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,4,Black_Durgon,40,1,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,1318.224861,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,4,Bermuda_or_Yellow_Chub,40,2,Kyphosus_spp.,Chub,Carnivore,0.0138,3.03,1973.107993,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Grundys,Inside,JVJ,4,Sailors_Choice,40,2,Haemulon_parra,Grunt,Carnivore,0.0174,3.04,2581.31864,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Westpoint,Inside,JVJ,2,Stoplight_Parrotfish,40,1,Sparisoma_viride,Parrotfish,Herbivore,0.0257,2.93,1270.483116,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Westpoint,Inside,JVJ,2,Bermuda_or_Yellow_Chub,40,6,Kyphosus_spp.,Chub,Carnivore,0.0138,3.03,5919.323978,0.1,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Westpoint,Inside,JVJ,3,Mutton_Snapper,40,1,Lutjanus_analis,Snapper,Carnivore,0.0151,3.03,1079.490242,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Westpoint,Inside,JVJ,3,Queen_Triggerfish,40,2,Balistes_vetula,Triggerfish,Carnivore,0.0398,2.88,3272.245226,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Westpoint,Inside,JVJ,4,Nassau_Grouper,40,1,Epinephelus_striatus,Grouper,Carnivore,0.0091,3.16,1050.874769,0.016666667,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Westpoint,Inside,JVJ,4,Black_Durgon,40,2,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,2636.449721,0.033333333,,,,,,,,,,,,,,,
03-Jul-23,2023,July,3,Westpoint,Inside,JVJ,4,Queen_Triggerfish,40,1,Balistes_vetula,Triggerfish,Carnivore,0.0398,2.88,1636.122613,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marilyns Cut,Inside,JVJ,3,Graysby,40,2,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,2112.658269,0.033333333,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marilyns Cut,Inside,JVJ,4,Redband_Parrotfish,40,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,1302.191435,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marilyns Cut,Inside,JVJ,4,French_Angelfish,40,1,Pomacanthus_paru,Angelfish,Omnivore,0.049,2.96,2705.787302,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marilyns Cut,Inside,JVJ,4,Great_Barracuda,40,2,Sphyraena_barracuda,Barracuda,Carnivore,0.0115,2.94,1179.734311,0.033333333,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marthas,Outside,JVJ,1,Bluestriped_Grunt,40,2,Haemulon_sciurus,Grunt,Carnivore,0.0245,2.92,2334.593407,0.033333333,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marthas,Outside,JVJ,1,French_Grunt,40,1,Haemulon_flavolineatum,Grunt,Carnivore,0.0186,2.99,1147.287649,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marthas,Outside,JVJ,1,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marthas,Outside,JVJ,2,Caesar_Grunt,40,1,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,1000.484176,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marthas,Outside,JVJ,2,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marthas,Outside,JVJ,2,Sailors_Choice,40,2,Haemulon_parra,Grunt,Carnivore,0.0174,3.04,2581.31864,0.033333333,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marthas,Outside,JVJ,2,Spanish_Grunt,40,1,Haemulon_macrostomum,Grunt,Carnivore,0.0214,3.04,1587.362612,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marthas,Outside,JVJ,3,Mutton_Snapper,40,1,Lutjanus_analis,Snapper,Carnivore,0.0151,3.03,1079.490242,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marthas,Outside,JVJ,4,Redband_Parrotfish,40,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,1302.191435,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marthas,Outside,JVJ,4,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Marthas,Outside,JVJ,4,Yellowtail_Snapper,40,1,Ocyurus_chrysurus,Snapper,Carnivore,0.0295,2.79,870.100447,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Jigsaw,Outside,JVJ,1,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Jigsaw,Outside,JVJ,2,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Jigsaw,Outside,JVJ,3,Princess_Parrotfish,40,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,1260.988991,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Jigsaw,Outside,JVJ,3,Redband_Parrotfish,40,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,1302.191435,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Jigsaw,Outside,JVJ,3,Sailors_Choice,40,1,Haemulon_parra,Grunt,Carnivore,0.0174,3.04,1290.65932,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Jigsaw,Outside,JVJ,4,Redtail_Parrotfish,40,2,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,2387.842507,0.033333333,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Jigsaw,Outside,JVJ,4,Yellowtail_Snapper,40,1,Ocyurus_chrysurus,Snapper,Carnivore,0.0295,2.79,870.100447,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Jigsaw,Outside,JVJ,4,Sailors_Choice,40,1,Haemulon_parra,Grunt,Carnivore,0.0174,3.04,1290.65932,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,1,Graysby,40,1,Cephalopholis_cruentata,Grouper,Carnivore,0.011,3.11,1056.329135,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,1,Nassau_Grouper,40,1,Epinephelus_striatus,Grouper,Carnivore,0.0091,3.16,1050.874769,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,2,Bluestriped_Grunt,40,1,Haemulon_sciurus,Grunt,Carnivore,0.0245,2.92,1167.296703,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,2,Caesar_Grunt,40,1,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,1000.484176,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,3,Bluestriped_Grunt,40,2,Haemulon_sciurus,Grunt,Carnivore,0.0245,2.92,2334.593407,0.033333333,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,3,Caesar_Grunt,40,2,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,2000.968351,0.033333333,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,3,Sailors_Choice,40,2,Haemulon_parra,Grunt,Carnivore,0.0174,3.04,2581.31864,0.033333333,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,4,Princess_Parrotfish,40,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,1260.988991,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,4,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,4,Striped_Parrotfish,40,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,1088.624893,0.016666667,,,,,,,,,,,,,,,
04-Jul-23,2023,July,4,Meadows,Inside,JVJ,4,Nassau_Grouper,40,1,Epinephelus_striatus,Grouper,Carnivore,0.0091,3.16,1050.874769,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,1,Princess_Parrotfish,40,1,Scarus_taeniopterus,Parrotfish,Herbivore,0.017,3.04,1260.988991,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,2,Redband_Parrotfish,40,1,Sparisoma_aurofrenatum,Parrotfish,Herbivore,0.0117,3.15,1302.191435,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,2,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,2,Schoolmaster,40,2,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,2329.6,0.033333333,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,2,Bermuda_or_Yellow_Chub,40,5,Kyphosus_spp.,Chub,Carnivore,0.0138,3.03,4932.769981,0.083333333,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,3,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,3,Striped_Parrotfish,40,1,Scarus_iseri,Parrotfish,Herbivore,0.0158,3.02,1088.624893,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,4,Bluestriped_Grunt,40,3,Haemulon_sciurus,Grunt,Carnivore,0.0245,2.92,3501.89011,0.05,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,4,Caesar_Grunt,40,5,Haemulon_carbonarium,Grunt,Carnivore,0.01622,2.99,5002.420878,0.083333333,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,4,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,4,Nassau_Grouper,40,1,Epinephelus_striatus,Grouper,Carnivore,0.0091,3.16,1050.874769,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,4,Ocean_Surgeonfish,40,1,Acanthurus_tractus,Surgeonfish,Herbivore,0.0257,2.9,1137.383957,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Sailfin,Outside,JVJ,4,Sailors_Choice,40,1,Haemulon_parra,Grunt,Carnivore,0.0174,3.04,1290.65932,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Snapshot,Outside,JVJ,1,Bermuda_or_Yellow_Chub,40,1,Kyphosus_spp.,Chub,Carnivore,0.0138,3.03,986.5539963,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Snapshot,Outside,JVJ,1,White_Grunt,40,1,Haemulon_plumierii,Grunt,Carnivore,0.02,2.96,1104.40298,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Snapshot,Outside,JVJ,1,Gray_Angelfish,40,1,Pomacanthus_arcuatus,Angelfish,Omnivore,0.03548,2.9,1570.209447,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Snapshot,Outside,JVJ,2,Redtail_Parrotfish,40,1,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,1193.921254,0.016666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Snapshot,Outside,JVJ,2,Schoolmaster,40,19,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,22131.2,0.316666667,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Snapshot,Outside,JVJ,3,Redtail_Parrotfish,40,2,Sparisoma_chrysopterum,Parrotfish,Herbivore,0.0129,3.1,2387.842507,0.033333333,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Snapshot,Outside,JVJ,3,Schoolmaster,40,2,Lutjanus_apodus,Snapper,Carnivore,0.0182,3,2329.6,0.033333333,,,,,,,,,,,,,,,
05-Jul-23,2023,July,5,Snapshot,Outside,JVJ,3,Black_Durgon,40,3,Melichthys_niger,Triggerfish,Omnivore,0.0257,2.94,3954.674582,0.05,,,,,,,,,,,,,,,
